Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
hepatitis_c,fatigue,nausea,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,fatigue,,,,,,,,,,,,
hepatitis_c,family_history,nausea,loss_of_appetite,fatigue,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,
hepatitis_c,nausea,yellowing_of_eyes,fatigue,family_history,loss_of_appetite,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,fatigue,yellowing_of_eyes,family_history,,,,,,,,,,,,,
hepatitis_c,fatigue,yellowing_of_eyes,yellowish_skin,nausea,,,,,,,,,,,,,
hepatitis_c,fatigue,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,nausea,fatigue,,,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,yellowing_of_eyes,fatigue,nausea,yellowish_skin,family_history,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,fatigue,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,
hepatitis_c,fatigue,nausea,yellowish_skin,family_history,,,,,,,,,,,,,
hepatitis_c,family_history,yellowing_of_eyes,fatigue,,,,,,,,,,,,,,
hepatitis_c,family_history,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_c,fatigue,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,yellowing_of_eyes,nausea,family_history,,,,,,,,,,,,,
hepatitis_c,family_history,loss_of_appetite,fatigue,nausea,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,
hepatitis_c,family_history,loss_of_appetite,fatigue,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,yellowing_of_eyes,fatigue,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,yellowing_of_eyes,loss_of_appetite,fatigue,,,,,,,,,,,,,
hepatitis_c,family_history,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,
hepatitis_c,yellowish_skin,family_history,fatigue,nausea,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,loss_of_appetite,yellowish_skin,fatigue,family_history,,,,,,,,,,,,
hepatitis_c,yellowish_skin,nausea,yellowing_of_eyes,family_history,fatigue,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,fatigue,family_history,nausea,yellowish_skin,,,,,,,,,,,,
hepatitis_c,yellowish_skin,fatigue,yellowing_of_eyes,family_history,,,,,,,,,,,,,
hepatitis_c,family_history,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,family_history,yellowish_skin,nausea,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,
hepatitis_c,family_history,yellowish_skin,nausea,,,,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,fatigue,nausea,family_history,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,nausea,family_history,loss_of_appetite,,,,,,,,,,,,,
hepatitis_c,family_history,nausea,loss_of_appetite,yellowish_skin,fatigue,yellowing_of_eyes,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,family_history,nausea,loss_of_appetite,fatigue,yellowish_skin,,,,,,,,,,,
hepatitis_c,fatigue,family_history,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,nausea,fatigue,family_history,,,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,yellowing_of_eyes,yellowish_skin,fatigue,nausea,family_history,,,,,,,,,,,
hepatitis_c,family_history,yellowish_skin,loss_of_appetite,nausea,,,,,,,,,,,,,
hepatitis_c,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,
hepatitis_c,fatigue,family_history,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,
hepatitis_c,yellowish_skin,fatigue,yellowing_of_eyes,family_history,loss_of_appetite,nausea,,,,,,,,,,,
hepatitis_c,fatigue,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_c,nausea,fatigue,loss_of_appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,
hepatitis_c,fatigue,loss_of_appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,family_history,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,fatigue,yellowing_of_eyes,nausea,loss_of_appetite,family_history,,,,,,,,,,,
hepatitis_c,family_history,loss_of_appetite,yellowish_skin,yellowing_of_eyes,fatigue,,,,,,,,,,,,
hepatitis_c,yellowish_skin,family_history,loss_of_appetite,fatigue,nausea,,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,loss_of_appetite,yellowish_skin,nausea,fatigue,family_history,,,,,,,,,,,
hepatitis_c,fatigue,yellowing_of_eyes,nausea,yellowish_skin,loss_of_appetite,,,,,,,,,,,,
hepatitis_c,nausea,family_history,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,yellowish_skin,family_history,yellowing_of_eyes,nausea,,,,,,,,,,,,
hepatitis_c,nausea,yellowish_skin,loss_of_appetite,family_history,yellowing_of_eyes,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,fatigue,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,
hepatitis_c,family_history,loss_of_appetite,yellowing_of_eyes,nausea,fatigue,,,,,,,,,,,,
hepatitis_c,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,yellowish_skin,family_history,fatigue,loss_of_appetite,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,fatigue,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,fatigue,nausea,,,,,,,,,,,,,,
hepatitis_c,family_history,yellowish_skin,nausea,yellowing_of_eyes,,,,,,,,,,,,,
hepatitis_c,nausea,family_history,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,yellowing_of_eyes,nausea,loss_of_appetite,family_history,fatigue,,,,,,,,,,,
hepatitis_c,family_history,loss_of_appetite,yellowish_skin,nausea,,,,,,,,,,,,,
hepatitis_c,family_history,fatigue,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,
hepatitis_c,fatigue,nausea,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,yellowing_of_eyes,fatigue,loss_of_appetite,nausea,,,,,,,,,,,,
hepatitis_c,fatigue,nausea,family_history,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,fatigue,yellowing_of_eyes,family_history,,,,,,,,,,,,,
hepatitis_c,fatigue,loss_of_appetite,nausea,yellowing_of_eyes,yellowish_skin,family_history,,,,,,,,,,,
hepatitis_c,nausea,loss_of_appetite,family_history,fatigue,yellowish_skin,,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,family_history,loss_of_appetite,nausea,fatigue,yellowish_skin,,,,,,,,,,,
hepatitis_c,loss_of_appetite,nausea,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,yellowing_of_eyes,nausea,,,,,,,,,,,,,,
hepatitis_c,fatigue,loss_of_appetite,family_history,yellowish_skin,yellowing_of_eyes,nausea,,,,,,,,,,,
hepatitis_c,yellowing_of_eyes,fatigue,family_history,loss_of_appetite,nausea,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,nausea,yellowish_skin,yellowing_of_eyes,family_history,fatigue,,,,,,,,,,,
hepatitis_c,nausea,yellowing_of_eyes,loss_of_appetite,fatigue,yellowish_skin,,,,,,,,,,,,
hepatitis_c,fatigue,yellowish_skin,family_history,,,,,,,,,,,,,,
hepatitis_c,fatigue,yellowing_of_eyes,yellowish_skin,loss_of_appetite,nausea,family_history,,,,,,,,,,,
hepatitis_c,nausea,yellowing_of_eyes,fatigue,,,,,,,,,,,,,,
hepatitis_c,yellowish_skin,loss_of_appetite,nausea,fatigue,yellowing_of_eyes,family_history,,,,,,,,,,,
hepatitis_c,loss_of_appetite,fatigue,yellowish_skin,yellowing_of_eyes,nausea,,,,,,,,,,,,
hepatitis_c,loss_of_appetite,yellowish_skin,fatigue,yellowing_of_eyes,family_history,nausea,,,,,,,,,,,
hepatitis_c,nausea,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,family_history,yellowing_of_eyes,loss_of_appetite,fatigue,yellowish_skin,,,,,,,,,,,,
hepatitis_c,fatigue,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_c,family_history,yellowing_of_eyes,fatigue,yellowish_skin,,,,,,,,,,,,,
hepatitis_c,nausea,loss_of_appetite,fatigue,family_history,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,
hepatitis_c,loss_of_appetite,fatigue,nausea,yellowish_skin,family_history,yellowing_of_eyes,,,,,,,,,,,
hepatitis_c,fatigue,nausea,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_d,loss_of_appetite,yellowish_skin,vomiting,joint_pain,nausea,yellowing_of_eyes,,,,,,,,,,,
hepatitis_d,fatigue,yellowish_skin,abdominal_pain,,,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,nausea,dark_urine,fatigue,yellowish_skin,joint_pain,abdominal_pain,loss_of_appetite,,,,,,,,,
hepatitis_d,loss_of_appetite,vomiting,dark_urine,joint_pain,abdominal_pain,yellowing_of_eyes,nausea,,,,,,,,,,
hepatitis_d,fatigue,loss_of_appetite,joint_pain,yellowing_of_eyes,abdominal_pain,,,,,,,,,,,,
hepatitis_d,joint_pain,vomiting,dark_urine,nausea,fatigue,yellowing_of_eyes,abdominal_pain,,,,,,,,,,
hepatitis_d,fatigue,nausea,vomiting,yellowish_skin,loss_of_appetite,dark_urine,yellowing_of_eyes,abdominal_pain,joint_pain,,,,,,,,
hepatitis_d,yellowish_skin,vomiting,abdominal_pain,yellowing_of_eyes,dark_urine,joint_pain,,,,,,,,,,,
hepatitis_d,fatigue,yellowing_of_eyes,loss_of_appetite,joint_pain,,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,vomiting,dark_urine,abdominal_pain,nausea,yellowish_skin,,,,,,,,,,,
hepatitis_d,nausea,yellowish_skin,loss_of_appetite,fatigue,abdominal_pain,joint_pain,vomiting,dark_urine,yellowing_of_eyes,,,,,,,,
hepatitis_d,loss_of_appetite,joint_pain,vomiting,nausea,fatigue,yellowish_skin,yellowing_of_eyes,abdominal_pain,dark_urine,,,,,,,,
hepatitis_d,yellowing_of_eyes,loss_of_appetite,nausea,abdominal_pain,vomiting,dark_urine,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,dark_urine,yellowish_skin,joint_pain,loss_of_appetite,nausea,vomiting,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,vomiting,nausea,,,,,,,,,,,,,,
hepatitis_d,fatigue,joint_pain,yellowing_of_eyes,loss_of_appetite,yellowish_skin,nausea,vomiting,dark_urine,abdominal_pain,,,,,,,,
hepatitis_d,yellowing_of_eyes,nausea,fatigue,yellowish_skin,dark_urine,abdominal_pain,vomiting,joint_pain,loss_of_appetite,,,,,,,,
hepatitis_d,vomiting,abdominal_pain,fatigue,dark_urine,nausea,,,,,,,,,,,,
hepatitis_d,vomiting,dark_urine,nausea,fatigue,loss_of_appetite,abdominal_pain,yellowish_skin,,,,,,,,,,
hepatitis_d,yellowish_skin,nausea,fatigue,vomiting,dark_urine,abdominal_pain,yellowing_of_eyes,,,,,,,,,,
hepatitis_d,yellowish_skin,nausea,dark_urine,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,,
hepatitis_d,dark_urine,loss_of_appetite,nausea,abdominal_pain,vomiting,,,,,,,,,,,,
hepatitis_d,fatigue,dark_urine,vomiting,nausea,yellowing_of_eyes,abdominal_pain,joint_pain,loss_of_appetite,yellowish_skin,,,,,,,,
hepatitis_d,dark_urine,yellowish_skin,vomiting,,,,,,,,,,,,,,
hepatitis_d,nausea,fatigue,yellowing_of_eyes,yellowish_skin,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,
hepatitis_d,dark_urine,abdominal_pain,yellowing_of_eyes,fatigue,vomiting,nausea,,,,,,,,,,,
hepatitis_d,vomiting,dark_urine,joint_pain,yellowish_skin,abdominal_pain,nausea,loss_of_appetite,,,,,,,,,,
hepatitis_d,yellowish_skin,dark_urine,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,dark_urine,abdominal_pain,loss_of_appetite,yellowish_skin,vomiting,,,,,,,,,,,
hepatitis_d,joint_pain,loss_of_appetite,nausea,yellowish_skin,dark_urine,,,,,,,,,,,,
hepatitis_d,abdominal_pain,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,,
hepatitis_d,vomiting,fatigue,yellowing_of_eyes,joint_pain,abdominal_pain,,,,,,,,,,,,
hepatitis_d,joint_pain,yellowing_of_eyes,loss_of_appetite,abdominal_pain,fatigue,nausea,dark_urine,vomiting,yellowish_skin,,,,,,,,
hepatitis_d,vomiting,loss_of_appetite,yellowing_of_eyes,joint_pain,dark_urine,nausea,yellowish_skin,fatigue,abdominal_pain,,,,,,,,
hepatitis_d,dark_urine,yellowing_of_eyes,yellowish_skin,vomiting,nausea,abdominal_pain,fatigue,,,,,,,,,,
hepatitis_d,dark_urine,nausea,loss_of_appetite,vomiting,abdominal_pain,joint_pain,fatigue,,,,,,,,,,
hepatitis_d,nausea,yellowish_skin,vomiting,abdominal_pain,loss_of_appetite,joint_pain,yellowing_of_eyes,,,,,,,,,,
hepatitis_d,dark_urine,abdominal_pain,joint_pain,,,,,,,,,,,,,,
hepatitis_d,yellowish_skin,loss_of_appetite,vomiting,,,,,,,,,,,,,,
hepatitis_d,abdominal_pain,fatigue,vomiting,loss_of_appetite,,,,,,,,,,,,,
hepatitis_d,vomiting,joint_pain,yellowing_of_eyes,nausea,fatigue,,,,,,,,,,,,
hepatitis_d,loss_of_appetite,abdominal_pain,vomiting,yellowing_of_eyes,joint_pain,dark_urine,,,,,,,,,,,
hepatitis_d,abdominal_pain,yellowing_of_eyes,vomiting,nausea,yellowish_skin,dark_urine,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,dark_urine,vomiting,,,,,,,,,,,,,,
hepatitis_d,abdominal_pain,loss_of_appetite,yellowing_of_eyes,dark_urine,fatigue,nausea,joint_pain,vomiting,,,,,,,,,
hepatitis_d,loss_of_appetite,abdominal_pain,dark_urine,vomiting,fatigue,nausea,yellowing_of_eyes,,,,,,,,,,
hepatitis_d,loss_of_appetite,fatigue,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_d,yellowish_skin,yellowing_of_eyes,fatigue,loss_of_appetite,abdominal_pain,nausea,,,,,,,,,,,
hepatitis_d,dark_urine,yellowish_skin,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,,,
hepatitis_d,joint_pain,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,abdominal_pain,,,,,,,,,,,
hepatitis_d,joint_pain,loss_of_appetite,dark_urine,fatigue,nausea,yellowish_skin,yellowing_of_eyes,vomiting,,,,,,,,,
hepatitis_d,abdominal_pain,loss_of_appetite,joint_pain,yellowish_skin,fatigue,dark_urine,,,,,,,,,,,
hepatitis_d,dark_urine,nausea,fatigue,yellowish_skin,,,,,,,,,,,,,
hepatitis_d,fatigue,yellowish_skin,loss_of_appetite,dark_urine,,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,yellowish_skin,loss_of_appetite,joint_pain,abdominal_pain,fatigue,nausea,dark_urine,,,,,,,,,
hepatitis_d,fatigue,vomiting,dark_urine,,,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,joint_pain,fatigue,abdominal_pain,dark_urine,loss_of_appetite,vomiting,nausea,,,,,,,,,
hepatitis_d,fatigue,loss_of_appetite,yellowing_of_eyes,vomiting,nausea,,,,,,,,,,,,
hepatitis_d,dark_urine,fatigue,yellowing_of_eyes,joint_pain,vomiting,nausea,,,,,,,,,,,
hepatitis_d,joint_pain,fatigue,abdominal_pain,dark_urine,yellowish_skin,nausea,yellowing_of_eyes,,,,,,,,,,
hepatitis_d,joint_pain,yellowish_skin,dark_urine,nausea,,,,,,,,,,,,,
hepatitis_d,vomiting,yellowing_of_eyes,fatigue,,,,,,,,,,,,,,
hepatitis_d,fatigue,vomiting,loss_of_appetite,yellowish_skin,dark_urine,yellowing_of_eyes,nausea,joint_pain,abdominal_pain,,,,,,,,
hepatitis_d,fatigue,yellowish_skin,loss_of_appetite,joint_pain,yellowing_of_eyes,vomiting,abdominal_pain,,,,,,,,,,
hepatitis_d,joint_pain,yellowing_of_eyes,yellowish_skin,vomiting,nausea,abdominal_pain,dark_urine,,,,,,,,,,
hepatitis_d,fatigue,yellowish_skin,loss_of_appetite,dark_urine,,,,,,,,,,,,,
hepatitis_d,nausea,dark_urine,yellowish_skin,vomiting,loss_of_appetite,yellowing_of_eyes,fatigue,joint_pain,abdominal_pain,,,,,,,,
hepatitis_d,joint_pain,vomiting,yellowish_skin,abdominal_pain,,,,,,,,,,,,,
hepatitis_d,dark_urine,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis_d,abdominal_pain,loss_of_appetite,dark_urine,yellowing_of_eyes,yellowish_skin,nausea,fatigue,vomiting,joint_pain,,,,,,,,
hepatitis_d,dark_urine,loss_of_appetite,vomiting,yellowing_of_eyes,yellowish_skin,abdominal_pain,joint_pain,fatigue,nausea,,,,,,,,
hepatitis_d,nausea,dark_urine,joint_pain,abdominal_pain,yellowish_skin,yellowing_of_eyes,vomiting,,,,,,,,,,
hepatitis_d,nausea,joint_pain,fatigue,yellowish_skin,vomiting,,,,,,,,,,,,
hepatitis_d,joint_pain,yellowish_skin,abdominal_pain,nausea,vomiting,loss_of_appetite,fatigue,yellowing_of_eyes,dark_urine,,,,,,,,
hepatitis_d,yellowish_skin,fatigue,joint_pain,vomiting,yellowing_of_eyes,abdominal_pain,,,,,,,,,,,
hepatitis_d,loss_of_appetite,abdominal_pain,nausea,yellowish_skin,fatigue,vomiting,,,,,,,,,,,
hepatitis_d,fatigue,loss_of_appetite,joint_pain,vomiting,nausea,abdominal_pain,,,,,,,,,,,
hepatitis_d,nausea,joint_pain,fatigue,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,
hepatitis_d,loss_of_appetite,vomiting,dark_urine,fatigue,nausea,yellowish_skin,joint_pain,abdominal_pain,,,,,,,,,
hepatitis_d,nausea,yellowing_of_eyes,vomiting,,,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,fatigue,joint_pain,loss_of_appetite,vomiting,,,,,,,,,,,,
hepatitis_d,yellowing_of_eyes,dark_urine,joint_pain,loss_of_appetite,abdominal_pain,vomiting,fatigue,yellowish_skin,,,,,,,,,
hepatitis_d,abdominal_pain,loss_of_appetite,fatigue,,,,,,,,,,,,,,
hepatitis_d,abdominal_pain,nausea,dark_urine,fatigue,yellowing_of_eyes,loss_of_appetite,joint_pain,yellowish_skin,vomiting,,,,,,,,
hepatitis_d,abdominal_pain,loss_of_appetite,yellowing_of_eyes,dark_urine,joint_pain,nausea,yellowish_skin,vomiting,fatigue,,,,,,,,
hepatitis_d,abdominal_pain,dark_urine,vomiting,loss_of_appetite,nausea,joint_pain,fatigue,yellowing_of_eyes,,,,,,,,,
hepatitis_d,loss_of_appetite,yellowish_skin,joint_pain,yellowing_of_eyes,fatigue,,,,,,,,,,,,
hepatitis_d,fatigue,yellowish_skin,abdominal_pain,,,,,,,,,,,,,,
hepatitis_d,yellowish_skin,loss_of_appetite,abdominal_pain,vomiting,yellowing_of_eyes,fatigue,joint_pain,,,,,,,,,,
hepatitis_d,vomiting,fatigue,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_d,dark_urine,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_d,yellowish_skin,abdominal_pain,vomiting,,,,,,,,,,,,,,
hepatitis_d,abdominal_pain,vomiting,joint_pain,nausea,yellowish_skin,fatigue,dark_urine,yellowing_of_eyes,,,,,,,,,
hepatitis_d,abdominal_pain,dark_urine,yellowing_of_eyes,loss_of_appetite,nausea,fatigue,yellowish_skin,vomiting,joint_pain,,,,,,,,
hepatitis_d,yellowing_of_eyes,dark_urine,loss_of_appetite,abdominal_pain,vomiting,nausea,joint_pain,yellowish_skin,,,,,,,,,
hepatitis_d,dark_urine,nausea,yellowing_of_eyes,fatigue,yellowish_skin,loss_of_appetite,,,,,,,,,,,
hepatitis_d,dark_urine,yellowing_of_eyes,joint_pain,,,,,,,,,,,,,,
hepatitis_d,fatigue,yellowish_skin,loss_of_appetite,vomiting,nausea,abdominal_pain,joint_pain,yellowing_of_eyes,dark_urine,,,,,,,,
hepatitis_d,loss_of_appetite,yellowing_of_eyes,dark_urine,fatigue,nausea,joint_pain,,,,,,,,,,,
hepatitis_d,fatigue,abdominal_pain,nausea,joint_pain,,,,,,,,,,,,,
hepatitis_d,nausea,joint_pain,yellowish_skin,loss_of_appetite,yellowing_of_eyes,vomiting,dark_urine,fatigue,abdominal_pain,,,,,,,,
hepatitis_d,nausea,vomiting,fatigue,abdominal_pain,yellowish_skin,,,,,,,,,,,,
hepatitis_d,loss_of_appetite,yellowish_skin,abdominal_pain,yellowing_of_eyes,vomiting,fatigue,,,,,,,,,,,
hepatitis_d,fatigue,nausea,vomiting,dark_urine,,,,,,,,,,,,,
hepatitis_d,loss_of_appetite,vomiting,joint_pain,yellowing_of_eyes,nausea,,,,,,,,,,,,
hepatitis_d,joint_pain,fatigue,dark_urine,yellowish_skin,nausea,yellowing_of_eyes,abdominal_pain,loss_of_appetite,vomiting,,,,,,,,
hepatitis_d,abdominal_pain,fatigue,joint_pain,,,,,,,,,,,,,,
hepatitis_d,dark_urine,nausea,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,
hepatitis_d,nausea,vomiting,joint_pain,abdominal_pain,fatigue,dark_urine,loss_of_appetite,yellowish_skin,yellowing_of_eyes,,,,,,,,
hepatitis_d,joint_pain,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,
hepatitis_d,loss_of_appetite,abdominal_pain,joint_pain,fatigue,,,,,,,,,,,,,
hepatitis_d,dark_urine,vomiting,loss_of_appetite,yellowing_of_eyes,fatigue,abdominal_pain,joint_pain,,,,,,,,,,
hepatitis_d,dark_urine,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,joint_pain,,,,,,,,,,,
hepatitis_d,yellowish_skin,dark_urine,joint_pain,yellowing_of_eyes,fatigue,vomiting,,,,,,,,,,,
hepatitis_d,abdominal_pain,yellowing_of_eyes,fatigue,dark_urine,loss_of_appetite,nausea,yellowish_skin,vomiting,,,,,,,,,
hepatitis_d,yellowish_skin,dark_urine,nausea,fatigue,vomiting,abdominal_pain,,,,,,,,,,,
hepatitis_d,fatigue,yellowing_of_eyes,joint_pain,loss_of_appetite,nausea,dark_urine,,,,,,,,,,,
hepatitis_d,vomiting,abdominal_pain,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,,
hepatitis_d,vomiting,dark_urine,loss_of_appetite,fatigue,nausea,yellowing_of_eyes,abdominal_pain,yellowish_skin,,,,,,,,,
hepatitis_d,loss_of_appetite,vomiting,nausea,yellowing_of_eyes,dark_urine,fatigue,,,,,,,,,,,
hepatitis_e,loss_of_appetite,acute_liver_failure,joint_pain,dark_urine,fatigue,nausea,,,,,,,,,,,
hepatitis_e,dark_urine,vomiting,joint_pain,acute_liver_failure,yellowish_skin,nausea,,,,,,,,,,,
hepatitis_e,loss_of_appetite,stomach_bleeding,acute_liver_failure,nausea,dark_urine,,,,,,,,,,,,
hepatitis_e,fatigue,dark_urine,nausea,coma,stomach_bleeding,joint_pain,acute_liver_failure,vomiting,abdominal_pain,high_fever,,,,,,,
hepatitis_e,loss_of_appetite,dark_urine,fatigue,joint_pain,,,,,,,,,,,,,
hepatitis_e,high_fever,abdominal_pain,yellowing_of_eyes,loss_of_appetite,yellowish_skin,,,,,,,,,,,,
hepatitis_e,coma,fatigue,nausea,joint_pain,yellowing_of_eyes,dark_urine,,,,,,,,,,,
hepatitis_e,stomach_bleeding,yellowing_of_eyes,dark_urine,acute_liver_failure,joint_pain,vomiting,high_fever,yellowish_skin,,,,,,,,,
hepatitis_e,high_fever,fatigue,dark_urine,abdominal_pain,yellowish_skin,nausea,,,,,,,,,,,
hepatitis_e,yellowing_of_eyes,stomach_bleeding,coma,high_fever,nausea,joint_pain,acute_liver_failure,dark_urine,yellowish_skin,fatigue,abdominal_pain,,,,,,
hepatitis_e,joint_pain,yellowish_skin,dark_urine,stomach_bleeding,nausea,vomiting,high_fever,abdominal_pain,acute_liver_failure,loss_of_appetite,,,,,,,
hepatitis_e,yellowing_of_eyes,high_fever,loss_of_appetite,yellowish_skin,stomach_bleeding,joint_pain,nausea,vomiting,,,,,,,,,
hepatitis_e,yellowing_of_eyes,yellowish_skin,nausea,coma,joint_pain,high_fever,abdominal_pain,vomiting,loss_of_appetite,dark_urine,stomach_bleeding,acute_liver_failure,fatigue,,,,
hepatitis_e,vomiting,yellowish_skin,abdominal_pain,,,,,,,,,,,,,,
hepatitis_e,nausea,joint_pain,abdominal_pain,yellowish_skin,coma,loss_of_appetite,yellowing_of_eyes,vomiting,stomach_bleeding,fatigue,acute_liver_failure,,,,,,
hepatitis_e,nausea,abdominal_pain,dark_urine,fatigue,coma,high_fever,,,,,,,,,,,
hepatitis_e,acute_liver_failure,nausea,vomiting,,,,,,,,,,,,,,
hepatitis_e,acute_liver_failure,high_fever,loss_of_appetite,joint_pain,vomiting,fatigue,dark_urine,nausea,,,,,,,,,
hepatitis_e,fatigue,acute_liver_failure,yellowish_skin,coma,nausea,stomach_bleeding,high_fever,,,,,,,,,,
hepatitis_e,coma,fatigue,dark_urine,vomiting,yellowish_skin,abdominal_pain,,,,,,,,,,,
hepatitis_e,coma,abdominal_pain,acute_liver_failure,vomiting,yellowing_of_eyes,fatigue,nausea,joint_pain,dark_urine,stomach_bleeding,yellowish_skin,,,,,,
hepatitis_e,fatigue,vomiting,loss_of_appetite,dark_urine,coma,acute_liver_failure,yellowish_skin,,,,,,,,,,
hepatitis_e,loss_of_appetite,acute_liver_failure,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,
hepatitis_e,dark_urine,vomiting,stomach_bleeding,fatigue,,,,,,,,,,,,,
hepatitis_e,stomach_bleeding,high_fever,abdominal_pain,yellowish_skin,joint_pain,vomiting,acute_liver_failure,loss_of_appetite,dark_urine,,,,,,,,
hepatitis_e,fatigue,abdominal_pain,coma,high_fever,loss_of_appetite,dark_urine,joint_pain,stomach_bleeding,,,,,,,,,
hepatitis_e,stomach_bleeding,nausea,vomiting,abdominal_pain,coma,high_fever,acute_liver_failure,yellowing_of_eyes,yellowish_skin,,,,,,,,
hepatitis_e,loss_of_appetite,yellowing_of_eyes,vomiting,high_fever,stomach_bleeding,abdominal_pain,coma,fatigue,dark_urine,acute_liver_failure,joint_pain,yellowish_skin,nausea,,,,
hepatitis_e,joint_pain,yellowing_of_eyes,dark_urine,stomach_bleeding,acute_liver_failure,abdominal_pain,,,,,,,,,,,
hepatitis_e,coma,joint_pain,dark_urine,loss_of_appetite,vomiting,fatigue,nausea,stomach_bleeding,yellowish_skin,,,,,,,,
